author_id,name,institution,publications,orcid,degree
https://openalex.org/A5091832182,Angela Chen,University of Michigan–Ann Arbor,2,https://orcid.org/0000-0003-0201-9971,147
https://openalex.org/A5060900175,R. Chen,Duke University,1,,99
https://openalex.org/A5077666030,A. Choi,The Ohio State University,3,https://orcid.org/0000-0002-5636-233X,161
https://openalex.org/A5040325171,Christopher J. Conselice,University of Nottingham,1,https://orcid.org/0000-0003-1949-7638,99
https://openalex.org/A5006286723,J. Cordero,University of Manchester,3,https://orcid.org/0000-0002-6625-7656,161
https://openalex.org/A5085303690,M. Costanzi,Institute for Fundamental Physics of the Universe,2,https://orcid.org/0000-0001-8158-1449,144
https://openalex.org/A5107655329,M. Crocce,Institut d'Estudis Espacials de Catalunya,3,https://orcid.org/0000-0002-9745-6228,161
https://openalex.org/A5014012884,L. N. da Costa,Valongo Observatory,2,https://orcid.org/0000-0002-7731-277X,144
https://openalex.org/A5080726620,M. E. S. Pereira,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-7131-7684,99
https://openalex.org/A5020362872,C. Davis,Kavli Institute for Particle Astrophysics and Cosmology,3,https://orcid.org/0000-0002-4270-9929,161
https://openalex.org/A5075733791,T. M. Davis,University of Queensland,2,https://orcid.org/0000-0002-4213-8783,194
https://openalex.org/A5061173638,J. De Vicente,"Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas",1,https://orcid.org/0000-0001-8318-6813,99
https://openalex.org/A5072997937,Joseph DeRose,Lawrence Berkeley National Laboratory,3,https://orcid.org/0000-0002-0728-0960,161
https://openalex.org/A5082763569,S. Desai,Indian Institute of Technology Hyderabad,1,https://orcid.org/0000-0002-0466-3288,99
https://openalex.org/A5042584133,Eleonora Di Valentino,University of Manchester,3,https://orcid.org/0000-0001-8408-6961,246
https://openalex.org/A5081920982,H. T. Diehl,Fermi National Accelerator Laboratory,2,https://orcid.org/0000-0002-8357-7467,144
https://openalex.org/A5107921932,J. P. Dietrich,Ludwig-Maximilians-Universität München,1,,99
https://openalex.org/A5049493415,Scott Dodelson,Carnegie Mellon University,3,https://orcid.org/0000-0002-8446-3859,161
https://openalex.org/A5107394682,P. Doel,University College London,1,,99
https://openalex.org/A5084587123,C. Doux,University of Pennsylvania,3,https://orcid.org/0000-0003-4480-0096,161
https://openalex.org/A5075015082,A. Drlica-Wagner,Fermi National Accelerator Laboratory,3,https://orcid.org/0000-0001-8251-933X,161
https://openalex.org/A5032389327,K. Eckert,University of Pennsylvania,3,https://orcid.org/0000-0002-1407-4700,161
https://openalex.org/A5065665797,T. F. Eifler,University of Arizona,2,https://orcid.org/0000-0002-1894-3301,147
https://openalex.org/A5047869058,F. Elsner,University College London,2,https://orcid.org/0000-0002-1838-7288,147
https://openalex.org/A5051840416,J. Elvin-Poole,The Ohio State University,3,https://orcid.org/0000-0001-5148-9203,161
https://openalex.org/A5005790069,S. Everett,,3,https://orcid.org/0000-0002-3745-2882,161
https://openalex.org/A5086464324,A. E. Evrard,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0002-4876-956X,99
https://openalex.org/A5037679399,Xiao Fang,University of Arizona,3,https://orcid.org/0000-0002-5054-9566,161
https://openalex.org/A5075759539,Arya Farahi,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0003-0777-4618,99
https://openalex.org/A5101493308,E. Fernández,Institute for High Energy Physics,1,https://orcid.org/0000-0002-6405-9488,99
https://openalex.org/A5006250078,I. Ferrero,University of Oslo,1,https://orcid.org/0000-0002-1295-1132,99
https://openalex.org/A5071565194,A. Ferté,Jet Propulsion Laboratory,3,https://orcid.org/0000-0003-3065-9941,161
https://openalex.org/A5059408574,P. Fosalba,Institut d'Estudis Espacials de Catalunya,3,https://orcid.org/0000-0002-1510-5214,161
https://openalex.org/A5107904991,O. Friedrich,University of Cambridge,3,,161
https://openalex.org/A5107896035,J. Frieman,University of Chicago,1,,99
https://openalex.org/A5011635269,J. García-Bellido,Universidad Autónoma de Madrid,1,https://orcid.org/0000-0002-9370-8360,99
https://openalex.org/A5010126819,M. Gatti,University of Pennsylvania,3,https://orcid.org/0000-0001-6134-8797,161
https://openalex.org/A5062801348,E. Gaztañaga,Institut d'Estudis Espacials de Catalunya,3,https://orcid.org/0000-0001-9632-0815,239
https://openalex.org/A5036524287,D. W. Gerdes,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0001-6942-2736,99
https://openalex.org/A5078262224,T. Giannantonio,University of Cambridge,1,https://orcid.org/0000-0002-9865-0436,99
https://openalex.org/A5015133923,G. Giannini,Institute for High Energy Physics,3,https://orcid.org/0000-0002-3730-1750,161
https://openalex.org/A5022353207,D. Gruen,Kavli Institute for Particle Astrophysics and Cosmology,3,https://orcid.org/0000-0003-3270-7644,161
https://openalex.org/A5068870030,R. A. Gruendl,National Center for Supercomputing Applications,2,https://orcid.org/0000-0002-4588-6517,144
https://openalex.org/A5051611415,J. Gschwend,Valongo Observatory,1,https://orcid.org/0000-0003-3023-8362,99
https://openalex.org/A5050773358,G. Gutiérrez,Fermi National Accelerator Laboratory,1,https://orcid.org/0000-0003-0825-0517,99
https://openalex.org/A5010653750,I. Harrison,University of Oxford,3,https://orcid.org/0000-0002-4437-0770,161
https://openalex.org/A5107906848,W. G. Hartley,University of Geneva,3,,161
https://openalex.org/A5076627639,K. Herner,Fermi National Accelerator Laboratory,3,https://orcid.org/0000-0001-6718-2978,161
https://openalex.org/A5006682145,S. R. Hinton,University of Queensland,1,https://orcid.org/0000-0003-2071-9349,99
https://openalex.org/A5069761199,D. L. Hollowood,,1,https://orcid.org/0000-0002-9369-4157,99
https://openalex.org/A5063161579,K. Honscheid,The Ohio State University,1,https://orcid.org/0000-0002-6550-2023,99
https://openalex.org/A5006307580,B. Hoyle,Ludwig-Maximilians-Universität München,1,https://orcid.org/0000-0002-2571-1357,99
https://openalex.org/A5033796141,Eric Huff,Jet Propulsion Laboratory,1,https://orcid.org/0000-0002-9378-3424,99
https://openalex.org/A5083137000,Dragan Huterer,University of Michigan–Ann Arbor,3,https://orcid.org/0000-0001-6558-0112,161
https://openalex.org/A5025778827,Bhuvnesh Jain,University of Pennsylvania,3,https://orcid.org/0000-0002-8220-3973,161
https://openalex.org/A5048594566,D. J. James,Center for Astrophysics Harvard & Smithsonian,1,https://orcid.org/0000-0001-5160-4486,99
https://openalex.org/A5072520692,Mike Jarvis,University of Pennsylvania,3,https://orcid.org/0000-0002-4179-5175,161
https://openalex.org/A5057747291,N. Jeffrey,Université Paris Cité,2,https://orcid.org/0000-0003-2927-1800,147
https://openalex.org/A5007311582,T. Jeltema,,1,https://orcid.org/0000-0001-6089-0365,99
https://openalex.org/A5002283578,András Kovács,Universidad de La Laguna,1,https://orcid.org/0000-0002-5825-579X,99
https://openalex.org/A5045826247,E. Krause,University of Arizona,3,https://orcid.org/0000-0001-8356-2014,161
https://openalex.org/A5108125028,R. G. Kron,University of Chicago,1,,99
https://openalex.org/A5066584997,K. Kuehn,Australian Astronomical Observatory,1,https://orcid.org/0000-0003-0120-0808,99
https://openalex.org/A5069677931,N. Kuropatkin,Fermi National Accelerator Laboratory,3,https://orcid.org/0000-0003-2511-0946,161
https://openalex.org/A5003444100,O. Lahav,University College London,1,https://orcid.org/0000-0002-1134-9035,99
https://openalex.org/A5067115416,P.-F. Léget,Stanford University,3,https://orcid.org/0000-0002-8357-3984,161
https://openalex.org/A5023596257,Pablo Lemos,University College London,3,https://orcid.org/0000-0002-4728-8473,161
https://openalex.org/A5037708695,Andrew R. Liddle,University of Edinburgh,3,https://orcid.org/0000-0002-8164-4830,161
https://openalex.org/A5080812976,C. Lidman,Australian National University,1,https://orcid.org/0000-0003-1731-0497,99
https://openalex.org/A5078454060,M. Lima,Laboratório Interinstitucional de e-Astronomia,1,https://orcid.org/0000-0002-4719-3781,99
https://openalex.org/A5102445715,Zhengxin Zhu,University of Science and Technology of China,1,,6
https://openalex.org/A5002474735,Taoli Jiang,Hefei National Center for Physical Sciences at Nanoscale,1,https://orcid.org/0000-0002-6728-0620,6
https://openalex.org/A5101660906,Mohsin Ali,Hefei National Center for Physical Sciences at Nanoscale,2,https://orcid.org/0000-0003-1004-0869,11
https://openalex.org/A5101233245,Yahan Meng,University of Science and Technology of China,1,,6
https://openalex.org/A5071791749,Yang Jin,Zhengzhou University,1,https://orcid.org/0000-0002-5879-7521,6
https://openalex.org/A5071127149,Yi Cui,Stanford University,13,https://orcid.org/0000-0002-6103-6352,95
https://openalex.org/A5006645143,Wei Chen,Hefei National Center for Physical Sciences at Nanoscale,2,https://orcid.org/0000-0002-8018-4529,11
https://openalex.org/A5082456527,Alberto Abadie,Massachusetts Institute of Technology,1,,3
https://openalex.org/A5001211242,Susan Athey,Stanford University,2,https://orcid.org/0000-0001-6934-562X,4
https://openalex.org/A5052726702,Guido W. Imbens,Michigan State University,1,https://orcid.org/0000-0002-4846-7326,3
https://openalex.org/A5084771969,Jeffrey M. Wooldridge,Massachusetts Institute of Technology,1,https://orcid.org/0000-0002-1579-6406,3
https://openalex.org/A5070354041,Miriam Mérad,Tisch Hospital,1,https://orcid.org/0000-0002-4481-7827,3
https://openalex.org/A5080080229,Catherine A. Blish,Stanford University,3,https://orcid.org/0000-0001-6946-7627,122
https://openalex.org/A5047171254,Federica Sallusto,Università della Svizzera italiana,1,https://orcid.org/0000-0003-3750-2752,3
https://openalex.org/A5010263068,Akiko Iwasaki,Yale University,5,https://orcid.org/0000-0002-7824-9856,107
https://openalex.org/A5051873876,Eric R. Chan,Stanford University,1,https://orcid.org/0009-0002-9691-8213,11
https://openalex.org/A5083083973,Connor Z. Lin,Stanford University,1,https://orcid.org/0000-0003-1388-6974,11
https://openalex.org/A5091110830,Matthew A. Chan,Stanford University,1,https://orcid.org/0000-0002-8523-8063,11
https://openalex.org/A5026964301,Koki Nagano,,1,https://orcid.org/0000-0001-6815-4864,11
https://openalex.org/A5111028253,Boxiao Pan,Stanford University,1,,11
https://openalex.org/A5021623206,Shalini De Mello,,1,https://orcid.org/0009-0009-0213-2860,11
https://openalex.org/A5023093138,Orazio Gallo,,1,,11
https://openalex.org/A5065368881,Leonidas Guibas,Stanford University,2,https://orcid.org/0000-0002-8315-4886,19
https://openalex.org/A5034358462,Jonathan Tremblay,,1,,11
https://openalex.org/A5078385986,Sameh Khamis,,1,https://orcid.org/0000-0001-8068-7807,11
https://openalex.org/A5004093189,Tero Karras,,1,,11
https://openalex.org/A5014044649,Gordon Wetzstein,Stanford University,2,https://orcid.org/0000-0002-9243-6885,27
https://openalex.org/A5007411844,Michela Antonelli,King's College London,1,https://orcid.org/0000-0002-3005-4523,57
https://openalex.org/A5079787198,Annika Reinke,German Cancer Research Center,1,https://orcid.org/0000-0003-4363-1876,57
https://openalex.org/A5043497448,Spyridon Bakas,University of Pennsylvania,1,https://orcid.org/0000-0001-8734-6482,57
https://openalex.org/A5030981069,Keyvan Farahani,National Cancer Institute,1,https://orcid.org/0000-0003-2111-1896,57
https://openalex.org/A5075067956,Annette Kopp‐Schneider,German Cancer Research Center,1,https://orcid.org/0000-0002-1810-0267,57
https://openalex.org/A5075735203,Bennett A. Landman,Vanderbilt University,2,https://orcid.org/0000-0001-5733-2127,108
https://openalex.org/A5055697525,Geert Litjens,Radboud University Nijmegen,1,https://orcid.org/0000-0003-1554-1291,57
https://openalex.org/A5002068604,Bjoern Menze,University of Zurich,1,https://orcid.org/0000-0003-4136-5690,57
https://openalex.org/A5045981348,Olaf Ronneberger,DeepMind (United Kingdom),1,https://orcid.org/0000-0002-4266-1515,57
https://openalex.org/A5016047550,Ronald M. Summers,National Institutes of Health Clinical Center,1,https://orcid.org/0000-0001-8081-7376,57
https://openalex.org/A5042982766,Bram van Ginneken,Radboud University Nijmegen,2,https://orcid.org/0000-0003-2028-8972,108
https://openalex.org/A5012714358,Michel Bilello,University of Pennsylvania,1,https://orcid.org/0000-0001-6313-5437,57
https://openalex.org/A5019684149,Patrick Bilic,Technical University of Munich,1,,57
https://openalex.org/A5041042797,Patrick Ferdinand Christ,Technical University of Munich,1,,57
https://openalex.org/A5058483454,Richard Kinh Gian,Memorial Sloan Kettering Cancer Center,1,https://orcid.org/0000-0002-6554-0310,57
https://openalex.org/A5068823540,Marc J. Gollub,Memorial Sloan Kettering Cancer Center,1,https://orcid.org/0000-0002-6008-0730,57
https://openalex.org/A5039198415,Stephan Heckers,Vanderbilt University Medical Center,1,https://orcid.org/0000-0003-3601-9910,57
https://openalex.org/A5054345200,Henkjan Huisman,Radboud University Nijmegen,1,https://orcid.org/0000-0001-6753-3221,57
https://openalex.org/A5042440032,William R. Jarnagin,Memorial Sloan Kettering Cancer Center,1,https://orcid.org/0000-0002-1635-5768,57
https://openalex.org/A5078073257,Maureen McHugo,Vanderbilt University Medical Center,1,https://orcid.org/0000-0001-8956-0087,57
https://openalex.org/A5056555647,Sandy Napel,Stanford University,2,https://orcid.org/0000-0002-6876-5507,71
https://openalex.org/A5088657937,Jennifer S. Golia Pernicka,Memorial Sloan Kettering Cancer Center,1,https://orcid.org/0000-0002-1076-7948,57
https://openalex.org/A5001083475,Kawal Rhode,King's College London,1,https://orcid.org/0000-0002-4707-7318,57
https://openalex.org/A5112071648,Catalina Tobon‐Gomez,King's College London,1,,57
https://openalex.org/A5008902493,Eugene Vorontsov,Polytechnique Montréal,1,https://orcid.org/0000-0002-4530-533X,57
https://openalex.org/A5031501951,James Meakin,Radboud University Nijmegen,1,https://orcid.org/0000-0002-9861-6166,57
https://openalex.org/A5082106258,Sébastien Ourselin,King's College London,1,https://orcid.org/0000-0002-5694-5340,57
https://openalex.org/A5023194801,Manuel Wiesenfarth,German Cancer Research Center,1,https://orcid.org/0000-0001-6024-542X,57
https://openalex.org/A5013512298,Pablo Arbeláez,Universidad de Los Andes,1,https://orcid.org/0000-0001-5244-2407,57
https://openalex.org/A5029563268,Byeonguk Bae,,1,,57
https://openalex.org/A5033193460,Sihong Chen,Tencent (China),1,https://orcid.org/0000-0002-3715-9520,57
https://openalex.org/A5088988977,Laura Daza,Universidad de Los Andes,1,https://orcid.org/0000-0003-4170-6168,57
https://openalex.org/A5103239823,Jianjiang Feng,Tsinghua University,1,https://orcid.org/0000-0002-5940-0063,57
https://openalex.org/A5012942540,Baochun He,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0001-8546-7248,57
https://openalex.org/A5072647800,Fabian Isensee,German Cancer Research Center,1,https://orcid.org/0000-0002-3519-5886,57
https://openalex.org/A5034586348,Yuanfeng Ji,Xiamen University,1,,57
https://openalex.org/A5091855300,Fucang Jia,Shenzhen Institutes of Advanced Technology,1,https://orcid.org/0000-0003-0075-979X,57
https://openalex.org/A5109457351,Ildoo Kim,,1,,57
https://openalex.org/A5027292126,Klaus H. Maier‐Hein,,1,https://orcid.org/0000-0002-6626-2463,57
https://openalex.org/A5064747056,Dorit Merhof,RWTH Aachen University,1,https://orcid.org/0000-0002-1672-2185,57
https://openalex.org/A5102676931,Akshay Pai,,1,https://orcid.org/0000-0002-0087-1629,57
https://openalex.org/A5078217765,Beomhee Park,,1,https://orcid.org/0000-0002-6548-2392,57
https://openalex.org/A5045030373,Mathias Perslev,University of Copenhagen,1,https://orcid.org/0000-0002-0358-4692,57
https://openalex.org/A5090412467,R. Rezaiifar,,1,,57
https://openalex.org/A5086371620,Oliver Rippel,RWTH Aachen University,1,https://orcid.org/0000-0002-4556-5094,57
https://openalex.org/A5028019174,Ignacio Sarasúa,Ludwig-Maximilians-Universität München,1,https://orcid.org/0000-0002-1074-3903,57
https://openalex.org/A5048353325,Wei Shen,Shanghai Jiao Tong University,1,https://orcid.org/0000-0002-1235-598X,57
https://openalex.org/A5060451304,Jaemin Son,,1,https://orcid.org/0000-0002-8358-7534,57
https://openalex.org/A5069195910,Christian Wachinger,Ludwig-Maximilians-Universität München,1,https://orcid.org/0000-0002-3652-1874,57
https://openalex.org/A5100613491,Liansheng Wang,Xiamen University,1,https://orcid.org/0000-0002-2096-454X,57
https://openalex.org/A5100322712,Yan Wang,East China Normal University,1,https://orcid.org/0000-0002-5344-1884,57
https://openalex.org/A5075005282,Yingda Xia,Johns Hopkins University,1,https://orcid.org/0000-0002-7478-4392,57
https://openalex.org/A5052339079,Daguang Xu,Nvidia (United States),1,https://orcid.org/0000-0002-4621-881X,57
https://openalex.org/A5079061314,Zhanwei Xu,Tsinghua University,1,https://orcid.org/0000-0003-0225-7662,57
https://openalex.org/A5051649145,Yefeng Zheng,Tencent (China),1,https://orcid.org/0000-0003-2195-2847,57
https://openalex.org/A5000336389,Amber L. Simpson,Queen's University,1,https://orcid.org/0000-0002-4387-8417,57
https://openalex.org/A5023493127,Lena Maier‐Hein,University Hospital Heidelberg,1,https://orcid.org/0000-0003-4910-9368,57
https://openalex.org/A5077080413,M. Jorge Cardoso,King's College London,1,https://orcid.org/0000-0003-1284-2558,57
https://openalex.org/A5047332848,Adam S. Lauring,University of Michigan–Ann Arbor,2,https://orcid.org/0000-0003-2906-8335,71
https://openalex.org/A5027374619,Mark W. Tenforde,CDC Foundation,1,https://orcid.org/0000-0002-8702-8393,58
https://openalex.org/A5088431604,James D. Chappell,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-7382-7864,58
https://openalex.org/A5081844185,Manjusha Gaglani,Baylor Scott & White Health,1,https://orcid.org/0000-0002-3952-9230,58
https://openalex.org/A5029459847,Adit A. Ginde,University of Colorado Denver,1,https://orcid.org/0000-0003-2325-206X,58
https://openalex.org/A5069003335,Tresa McNeal,Baylor Scott & White Health,1,https://orcid.org/0000-0002-1436-2091,58
https://openalex.org/A5062950237,Shekhar Ghamande,Baylor Scott & White Health,1,https://orcid.org/0000-0001-6924-9494,58
https://openalex.org/A5077236853,David J. Douin,University of Colorado Denver,1,https://orcid.org/0000-0002-5215-6854,58
https://openalex.org/A5061113403,H. Keipp Talbot,Vanderbilt University Medical Center,1,https://orcid.org/0000-0003-0141-1760,58
https://openalex.org/A5042029720,Jonathan D. Casey,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-0977-290X,58
https://openalex.org/A5056287146,Nicholas M. Mohr,University of Iowa,1,https://orcid.org/0000-0003-0497-5828,58
https://openalex.org/A5017483954,Anne Zepeski,University of Iowa,1,https://orcid.org/0000-0001-6309-6554,58
https://openalex.org/A5039748898,Nathan I. Shapiro,Beth Israel Deaconess Medical Center,1,https://orcid.org/0000-0003-3508-4390,58
https://openalex.org/A5043282790,Kevin W. Gibbs,Wake Forest University,1,https://orcid.org/0000-0002-5272-2289,58
https://openalex.org/A5013825896,D. Clark Files,Wake Forest University,1,https://orcid.org/0000-0002-1595-4080,58
https://openalex.org/A5047192284,David N. Hager,Johns Hopkins University,1,https://orcid.org/0000-0002-5148-4872,58
https://openalex.org/A5018827145,Arber Shehu,Johns Hopkins Medicine,1,,58
https://openalex.org/A5012251011,Matthew E. Prekker,Hennepin County Medical Center,1,https://orcid.org/0000-0002-3969-3022,58
https://openalex.org/A5013669116,Heidi L. Erickson,Hennepin County Medical Center,1,https://orcid.org/0000-0001-5537-8893,58
https://openalex.org/A5087672793,Matthew C. Exline,The Ohio State University,1,https://orcid.org/0000-0001-6797-158X,58
https://openalex.org/A5056404361,Michelle N. Gong,Montefiore Health System,1,https://orcid.org/0000-0001-7952-5384,58
https://openalex.org/A5102423184,Amira Mohamed,Montefiore Health System,1,,58
https://openalex.org/A5049044122,Nicholas J. Johnson,University of Washington,1,https://orcid.org/0000-0001-9915-0591,58
https://openalex.org/A5011038370,Vasisht Srinivasan,University of Washington,1,https://orcid.org/0000-0001-7954-9730,58
https://openalex.org/A5016896001,Jay S. Steingrub,Baystate Medical Center,1,https://orcid.org/0000-0002-6019-6725,58
https://openalex.org/A5011965574,Ithan D. Peltan,Intermountain Medical Center,1,https://orcid.org/0000-0003-1730-234X,58
https://openalex.org/A5073422869,Samuel M. Brown,Intermountain Medical Center,1,https://orcid.org/0000-0003-1206-6261,58
https://openalex.org/A5010848966,Emily T. Martin,University of Michigan–Ann Arbor,2,https://orcid.org/0000-0002-5771-8895,71
https://openalex.org/A5007966612,Arnold S. Monto,University of Michigan–Ann Arbor,1,https://orcid.org/0000-0003-3018-435X,58
https://openalex.org/A5067861844,Akram Khan,Oregon Health & Science University,1,https://orcid.org/0000-0003-3091-632X,58
https://openalex.org/A5051142049,Catherine L. Hough,Oregon Health & Science University,1,https://orcid.org/0000-0001-6425-0867,58
https://openalex.org/A5009244008,Laurence W. Busse,Emory University,1,https://orcid.org/0000-0002-6564-5200,58
https://openalex.org/A5046223220,Caitlin C. ten Lohuis,Emory Healthcare,1,,58
https://openalex.org/A5014347191,Abhijit Duggal,Cleveland Clinic,1,https://orcid.org/0000-0003-4220-2359,58
https://openalex.org/A5046325783,Jennifer G. Wilson,Stanford University,1,https://orcid.org/0000-0002-4254-8475,58
https://openalex.org/A5085016627,Alexandra June Gordon,Stanford University,1,https://orcid.org/0000-0002-1866-8565,58
https://openalex.org/A5090157461,Nida Qadir,"University of California, Los Angeles",1,https://orcid.org/0000-0001-7791-049X,58
https://openalex.org/A5055712573,Steven Y. Chang,"University of California, Los Angeles",1,https://orcid.org/0000-0002-7365-5265,58
https://openalex.org/A5004725461,Christopher Mallow,University of Miami,1,https://orcid.org/0000-0002-8211-7629,58
https://openalex.org/A5010334373,Carolina Rivas,University of Miami,1,https://orcid.org/0000-0003-2247-9246,58
https://openalex.org/A5016911951,Hilary M. Babcock,Washington University in St. Louis,1,https://orcid.org/0000-0001-9015-8378,58
https://openalex.org/A5061360456,Jennie H. Kwon,Washington University in St. Louis,1,https://orcid.org/0009-0007-9774-6835,58
https://openalex.org/A5026626377,Natasha Halasa,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-6381-1826,58
https://openalex.org/A5089308976,Carlos G. Grijalva,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-2329-7797,58
https://openalex.org/A5049402910,Todd W. Rice,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-7136-5408,58
https://openalex.org/A5029591195,William B. Stubblefield,Vanderbilt University Medical Center,1,https://orcid.org/0000-0003-3817-1414,58
https://openalex.org/A5009475227,Adrienne Baughman,Vanderbilt University Medical Center,1,,58
https://openalex.org/A5067883398,Kelsey N. Womack,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-4628-8615,58
https://openalex.org/A5029762377,Jillian P. Rhoads,Vanderbilt University Medical Center,1,,58
https://openalex.org/A5006953289,Christopher J. Lindsell,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-3297-2811,58
https://openalex.org/A5109923640,Kimberly W. Hart,Vanderbilt University Medical Center,1,,58
https://openalex.org/A5079537228,Yuwei Zhu,Vanderbilt University Medical Center,1,https://orcid.org/0000-0001-9849-1634,58
https://openalex.org/A5076362383,Katherine Adams,CDC Foundation,1,https://orcid.org/0000-0002-1818-1730,58
https://openalex.org/A5041342651,Stephanie J. Schrag,CDC Foundation,1,,58
https://openalex.org/A5083639360,Samantha M. Olson,CDC Foundation,1,https://orcid.org/0000-0003-0589-5766,58
https://openalex.org/A5066869339,Miwako Kobayashi,CDC Foundation,1,,58
https://openalex.org/A5087653992,Jennifer R. Verani,CDC Foundation,1,https://orcid.org/0000-0001-5267-1883,58
https://openalex.org/A5101999366,Manish M. Patel,CDC Foundation,1,,58
https://openalex.org/A5038114338,Wesley H. Self,Vanderbilt University Medical Center,1,https://orcid.org/0000-0002-9300-3045,58
https://openalex.org/A5103143602,Philippe Moreau,Hotel Dieu Hospital,3,https://orcid.org/0000-0003-1780-8746,122
https://openalex.org/A5035811221,Alfred L. Garfall,University of Pennsylvania,1,https://orcid.org/0000-0003-2791-5748,33
https://openalex.org/A5032546995,Niels W.C.J. van de Donk,Amsterdam University Medical Centers,2,https://orcid.org/0000-0002-7445-2603,68
https://openalex.org/A5049230560,Hareth Nahi,Karolinska University Hospital,1,https://orcid.org/0000-0003-4711-5094,33
https://openalex.org/A5054952877,Albert Oriol,Institut Català d'Oncologia,2,https://orcid.org/0000-0001-6804-2221,68
https://openalex.org/A5022520524,Ajay K. Nooka,Emory University,1,https://orcid.org/0000-0003-4165-6869,33
https://openalex.org/A5059086219,Thomas G. Martin,"University of California, San Francisco",1,https://orcid.org/0000-0002-9133-9813,33
https://openalex.org/A5015898454,Laura Rosiñol,Universitat de Barcelona,1,https://orcid.org/0000-0002-2534-9239,33
https://openalex.org/A5006108161,Ajai Chari,Icahn School of Medicine at Mount Sinai,1,https://orcid.org/0000-0002-0405-7480,33
https://openalex.org/A5027311948,Lionel Karlin,Hôpital Lyon Sud,1,https://orcid.org/0000-0002-1185-4488,33
https://openalex.org/A5070014603,Lotfi Benboubker,,1,https://orcid.org/0000-0003-0167-8836,33
https://openalex.org/A5065238694,Nizar J. Bahlis,Institute of Cancer Research,1,https://orcid.org/0000-0001-7353-7034,33
https://openalex.org/A5082564837,Rakesh Popat,University College London,2,https://orcid.org/0000-0001-6553-4618,68
https://openalex.org/A5055684106,Britta Besemer,University of Tübingen,1,,33
https://openalex.org/A5034182883,Joaquín Martínez‐López,Centro de Investigación Biomédica en Red de Cáncer,2,https://orcid.org/0000-0001-7908-0063,68
https://openalex.org/A5017390274,Surbhi Sidana,Stanford University,4,https://orcid.org/0000-0003-3288-7614,109
https://openalex.org/A5111810323,Michel Delforge,KU Leuven,1,,33
https://openalex.org/A5015647468,Lixia Pei,Janssen (United States),1,,33
https://openalex.org/A5027117655,Danielle Trancucci,Janssen (United States),1,,33
https://openalex.org/A5056008039,Raluca Verona,Janssen (Switzerland),1,https://orcid.org/0000-0003-0044-4341,33
https://openalex.org/A5069748830,Suzette Girgis,Janssen (Switzerland),1,,33
https://openalex.org/A5039555935,Shun Xin Wang Lin,Janssen (Switzerland),1,https://orcid.org/0000-0002-2013-372X,33
https://openalex.org/A5011811956,Yunsi Olyslager,Janssen (Belgium),1,,33
https://openalex.org/A5089275540,Mindy Jaffe,Janssen (United States),1,,33
https://openalex.org/A5072212184,Clarissa Uhlar,Janssen (Switzerland),1,,33
https://openalex.org/A5072062495,Tara Stephenson,Janssen (Switzerland),1,,33
https://openalex.org/A5048661030,Rian Van Rampelbergh,Janssen (Belgium),1,,33
https://openalex.org/A5057090502,Arnob Banerjee,Janssen (Switzerland),1,https://orcid.org/0000-0002-4580-4657,33
https://openalex.org/A5106236071,Jenna D. Goldberg,Janssen (United States),1,,33
https://openalex.org/A5048953580,Rachel Kobos,Janssen (United States),1,,33
https://openalex.org/A5112839769,Amrita Krishnan,City of Hope,1,,33
https://openalex.org/A5009378735,Saad Z. Usmani,Memorial Sloan Kettering Cancer Center,1,https://orcid.org/0000-0002-5484-8731,33
https://openalex.org/A5021730842,Michael Moor,Stanford University,1,https://orcid.org/0000-0003-4911-6437,6
https://openalex.org/A5086148541,Zahra Shakeri Hossein Abad,Public Health Ontario,1,,6
https://openalex.org/A5088028306,Harlan M. Krumholz,Yale New Haven Hospital,3,https://orcid.org/0000-0003-2046-127X,78
https://openalex.org/A5091272738,Jure Leskovec,Stanford University,5,https://orcid.org/0000-0002-5411-923X,167
https://openalex.org/A5028227545,Guangmin Zhou,Stanford University,1,https://orcid.org/0000-0002-3629-5686,2
https://openalex.org/A5100353535,Hao Chen,Stanford University,3,https://orcid.org/0000-0002-2852-0070,24
https://openalex.org/A5037628078,Guy M. Goodwin,Pathfinder International,1,https://orcid.org/0000-0002-1426-2816,73
https://openalex.org/A5064457148,Scott T. Aaronson,Sheppard and Enoch Pratt Hospital,1,https://orcid.org/0000-0001-7616-8801,73
https://openalex.org/A5031562832,Oscar Alvarez,Sant Joan de Déu Research Foundation,1,,73
https://openalex.org/A5058441585,Peter C. Arden,SUNY Downstate Health Sciences University,1,,73
https://openalex.org/A5022149933,Annie Baker,Tallaght University Hospital,1,,73
