year,collaborating_institution,country,work_id
2021,Kaiser Permanente Oakland Medical Center,US,https://openalex.org/W3173936357
2021,Concord Repatriation General Hospital,AU,https://openalex.org/W3173936357
2021,Leiden University Medical Center,NL,https://openalex.org/W3173936357
2021,Université Laval,CA,https://openalex.org/W3173936357
2021,Azienda Usl Toscana Centro,IT,https://openalex.org/W3173936357
2021,Cook County Health and Hospitals System,US,https://openalex.org/W3173936357
2021,Virginia Commonwealth University,US,https://openalex.org/W3173936357
2021,Carolinas Medical Center,US,https://openalex.org/W3173936357
2021,Mater Dei Hospital,BR,https://openalex.org/W3173936357
2021,Karadeniz Technical University,TR,https://openalex.org/W3173936357
2021,Azienda Ospedaliera di Desio e Vimercate,IT,https://openalex.org/W3173936357
2021,Ankara University,TR,https://openalex.org/W3173936357
2021,Ospedale Santa Maria,IT,https://openalex.org/W3173936357
2021,Instituto Cajal,ES,https://openalex.org/W3173936357
2021,University of Pennsylvania,US,https://openalex.org/W3198319101
2021,Carolinas Medical Center,US,https://openalex.org/W3198319101
2021,Ottawa Fertility Centre,CA,https://openalex.org/W3198319101
2021,Mayo Clinic in Florida,US,https://openalex.org/W3198319101
2021,Mayo Clinic,US,https://openalex.org/W3198319101
2021,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W3198319101
2021,ECRI Institute,US,https://openalex.org/W3198319101
2021,American Urological Association,US,https://openalex.org/W3198319101
2021,Southwestern Medical Center,,https://openalex.org/W3198319101
2021,Atrium Health Wake Forest Baptist,US,https://openalex.org/W3198319101
2021,Brigham Young University,US,https://openalex.org/W3198319101
2021,"University of California, Irvine",US,https://openalex.org/W3198319101
2021,Northwestern University,US,https://openalex.org/W3198319101
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,American College of Medical Toxicology,US,https://openalex.org/W3164894230
2021,American College of Medical Toxicology,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,American College of Medical Toxicology,US,https://openalex.org/W3164894230
2021,American College of Medical Toxicology,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,American College of Medical Toxicology,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,American College of Medical Toxicology,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Carolinas Medical Center,US,https://openalex.org/W3164894230
2021,Providence College,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,Washington Poison Center,US,https://openalex.org/W3164894230
2021,Brown University,US,https://openalex.org/W3164894230
2021,Miriam Hospital,US,https://openalex.org/W3164894230
2021,Levine Cancer Institute,US,https://openalex.org/W3164894230
2021,Washington Poison Center,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,Banner - University Medical Center Phoenix,US,https://openalex.org/W3164894230
2021,Miriam Hospital,US,https://openalex.org/W3164894230
2021,University of Southern California,US,https://openalex.org/W3164894230
2021,Providence College,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,Brown University,US,https://openalex.org/W3164894230
2021,Banner - University Medical Center Phoenix,US,https://openalex.org/W3164894230
2021,Providence College,US,https://openalex.org/W3164894230
2021,Brown University,US,https://openalex.org/W3164894230
2021,Brown University,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2021,University of Colorado Denver,US,https://openalex.org/W3164894230
2022,Yale Cancer Center,US,https://openalex.org/W4281655196
2022,Emory University,US,https://openalex.org/W4281655196
2022,The University of Texas MD Anderson Cancer Center,US,https://openalex.org/W4281655196
2022,United States Food and Drug Administration,US,https://openalex.org/W4281655196
2022,Harold C. Simmons Comprehensive Cancer Center,,https://openalex.org/W4281655196
2022,"University of California, San Diego",US,https://openalex.org/W4281655196
2022,The Ohio State University Wexner Medical Center,US,https://openalex.org/W4281655196
2022,Dartmouth College,US,https://openalex.org/W4281655196
2022,Northwestern University,US,https://openalex.org/W4281655196
2022,University of Pennsylvania,US,https://openalex.org/W4281655196
2022,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4281655196
2022,Harvard University,US,https://openalex.org/W4281655196
2022,SingHealth Duke-NUS Academic Medical Centre,SG,https://openalex.org/W4281655196
2022,Indiana University School of Medicine,,https://openalex.org/W4281655196
2022,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4281655196
2022,Carolinas Medical Center,US,https://openalex.org/W4281655196
2022,Northwestern University,US,https://openalex.org/W4281655196
2022,Medical University of Vienna,AT,https://openalex.org/W4293105517
2022,Carolinas Medical Center,US,https://openalex.org/W4293105517
2022,R-Pharm (Russia),RU,https://openalex.org/W4293105517
2022,R-Pharm (Russia),RU,https://openalex.org/W4293105517
2022,Sechenov University,RU,https://openalex.org/W4293105517
2022,Metroplex Clinical Research Center,US,https://openalex.org/W4293105517
2022,Duke Medical Center,US,https://openalex.org/W4211195491
2022,Clinical Research Institute,US,https://openalex.org/W4211195491
2022,Duke University,US,https://openalex.org/W4211195491
2022,"University of California, Los Angeles",US,https://openalex.org/W4211195491
2022,"University of California, Los Angeles",US,https://openalex.org/W4211195491
2022,University of Calgary,CA,https://openalex.org/W4211195491
2022,Brigham and Women's Hospital,US,https://openalex.org/W4211195491
2022,Massachusetts General Hospital,US,https://openalex.org/W4211195491
2022,Michigan State University,US,https://openalex.org/W4211195491
2022,Duke University,US,https://openalex.org/W4211195491
2022,American Heart Association,US,https://openalex.org/W4211195491
2022,Daiichi Sankyo (United States),US,https://openalex.org/W4211195491
2022,Janssen (United States),US,https://openalex.org/W4211195491
2022,University of Southern California,US,https://openalex.org/W4211195491
2022,Carolinas Medical Center,US,https://openalex.org/W4211195491
2022,Valley Hospital,US,https://openalex.org/W4211195491
2022,Hope Center for Neurological Disorders,US,https://openalex.org/W4211195491
2022,ProMedica Toledo Hospital,US,https://openalex.org/W4211195491
2022,Christiana Care Health System,US,https://openalex.org/W4211195491
2022,CentraCare Health System,US,https://openalex.org/W4211195491
2022,Fort Sanders Regional Medical Center,US,https://openalex.org/W4211195491
2022,Saint Thomas West Hospital,US,https://openalex.org/W4211195491
2022,The University of Texas Southwestern Medical Center,US,https://openalex.org/W4211195491
2022,The University of Texas Southwestern Medical Center,US,https://openalex.org/W4211195491
2022,The University of Texas Southwestern Medical Center,US,https://openalex.org/W4211195491
2022,Carolinas Medical Center,US,https://openalex.org/W4229439877
2022,Ottawa Fertility Centre,CA,https://openalex.org/W4229439877
2022,Mayo Clinic in Florida,US,https://openalex.org/W4229439877
2022,Oregon Health & Science University,US,https://openalex.org/W4229439877
2022,Mayo Clinic,US,https://openalex.org/W4229439877
2022,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4229439877
2022,ECRI Institute,US,https://openalex.org/W4229439877
2022,American Urological Association,US,https://openalex.org/W4229439877
2022,Southwestern Medical Center,,https://openalex.org/W4229439877
2022,Atrium Health Wake Forest Baptist,US,https://openalex.org/W4229439877
2022,Brigham Young University,US,https://openalex.org/W4229439877
2022,"University of California, Irvine",US,https://openalex.org/W4229439877
2022,Northwestern University,US,https://openalex.org/W4229439877
2022,University Hospital Heidelberg,DE,https://openalex.org/W4286505567
2022,Duke Medical Center,US,https://openalex.org/W4286505567
2022,University of Pisa,IT,https://openalex.org/W4286505567
2022,Ospedale Misericordia - Grosseto,IT,https://openalex.org/W4286505567
2022,Copenhagen University Hospital,DK,https://openalex.org/W4286505567
2022,Copenhagen University Hospital,DK,https://openalex.org/W4286505567
2022,Copenhagen University Hospital,DK,https://openalex.org/W4286505567
2022,Centre hospitalier régional d'Orléans,FR,https://openalex.org/W4286505567
2022,St. Antonius Ziekenhuis,NL,https://openalex.org/W4286505567
2022,St. Antonius Ziekenhuis,NL,https://openalex.org/W4286505567
2022,University Hospital Schleswig-Holstein,DE,https://openalex.org/W4286505567
2022,University of Lübeck,DE,https://openalex.org/W4286505567
2022,Ospedale Misericordia - Grosseto,IT,https://openalex.org/W4286505567
2022,Erasmus MC Cancer Institute,NL,https://openalex.org/W4286505567
2022,Erasmus MC Cancer Institute,NL,https://openalex.org/W4286505567
2022,Erasmus MC Cancer Institute,NL,https://openalex.org/W4286505567
2022,University of Illinois Chicago,US,https://openalex.org/W4286505567
2022,University of Illinois Chicago,US,https://openalex.org/W4286505567
2022,Johns Hopkins Medicine,US,https://openalex.org/W4286505567
2022,Thomas Jefferson University Hospital,US,https://openalex.org/W4286505567
2022,Thomas Jefferson University Hospital,US,https://openalex.org/W4286505567
2022,Carolinas Medical Center,US,https://openalex.org/W4286505567
2022,Carolinas Medical Center,US,https://openalex.org/W4286505567
2022,Thomas Jefferson University Hospital,US,https://openalex.org/W4286505567
2022,Hospital Del Mar,ES,https://openalex.org/W4286505567
2022,Hospital Del Mar,ES,https://openalex.org/W4286505567
2022,Emory University,US,https://openalex.org/W4286505567
2022,Emory University,US,https://openalex.org/W4286505567
2022,Emory University,US,https://openalex.org/W4286505567
2022,Tianjin Medical University Cancer Institute and Hospital,CN,https://openalex.org/W4286505567
2022,Tianjin Medical University Cancer Institute and Hospital,CN,https://openalex.org/W4286505567
2022,Johns Hopkins Medicine,US,https://openalex.org/W4286505567
2022,University of Pisa,IT,https://openalex.org/W4286505567
2022,Heidelberg University,DE,https://openalex.org/W4286505567
2022,Duke Medical Center,US,https://openalex.org/W4286505567
2022,St. Antonius Ziekenhuis,NL,https://openalex.org/W4286505567
2023,University of Naples Federico II,IT,https://openalex.org/W4389155977
2023,Carolinas Medical Center,US,https://openalex.org/W4389155977
2023,University of Minnesota,US,https://openalex.org/W4389155977
2023,University of Naples Federico II,IT,https://openalex.org/W4389155977
2023,University of Naples Federico II,IT,https://openalex.org/W4389155977
2023,University of Naples Federico II,IT,https://openalex.org/W4389155977
2023,University of Naples Federico II,IT,https://openalex.org/W4389155977
2023,University of Naples Federico II,IT,https://openalex.org/W4389155977
2023,Comenius University Bratislava,SK,https://openalex.org/W4389155977
2023,Technical University of Košice,SK,https://openalex.org/W4389155977
2023,Onze Lieve Vrouwziekenhuis Hospital,BE,https://openalex.org/W4389155977
2023,Onze Lieve Vrouwziekenhuis Hospital,BE,https://openalex.org/W4389155977
2023,Rabin Medical Center,IL,https://openalex.org/W4389155977
2023,Istanbul Metropolitan Municipality,TR,https://openalex.org/W4389155977
2023,National Institute of Cardiovascular Diseases,SK,https://openalex.org/W4389155977
2023,Medical University of Silesia,PL,https://openalex.org/W4389155977
2023,Onze Lieve Vrouwziekenhuis Hospital,BE,https://openalex.org/W4389155977
2023,Sapienza University of Rome,IT,https://openalex.org/W4389155977
2023,Vanderbilt University Medical Center,US,https://openalex.org/W4386822357
2023,Vanderbilt University Medical Center,US,https://openalex.org/W4386822357
2023,Cedars-Sinai Medical Center,US,https://openalex.org/W4386822357
2023,Arizona Research Center,US,https://openalex.org/W4386822357
2023,Retinal Consultants of Arizona,US,https://openalex.org/W4386822357
2023,Sentara Norfolk General Hospital,US,https://openalex.org/W4386822357
2023,Saint Thomas Health,US,https://openalex.org/W4386822357
2023,Piedmont Atlanta Hospital,US,https://openalex.org/W4386822357
2023,Piedmont Atlanta Hospital,US,https://openalex.org/W4386822357
2023,Inova Fairfax Hospital,US,https://openalex.org/W4386822357
2023,University of California Davis Medical Center,US,https://openalex.org/W4386822357
2023,Intermountain Medical Center,US,https://openalex.org/W4386822357
2023,Carolinas Medical Center,US,https://openalex.org/W4386822357
2023,Saint Vincent Health System,US,https://openalex.org/W4386822357
2023,Vanderbilt University Medical Center,US,https://openalex.org/W4386822357
2023,Vanderbilt University Medical Center,US,https://openalex.org/W4386822357
2023,Universidade Federal de Minas Gerais,BR,https://openalex.org/W4319334984
2023,Carolinas Medical Center,US,https://openalex.org/W4319334984
2023,Universidade Federal de Minas Gerais,BR,https://openalex.org/W4319334984
2023,University of Toronto,CA,https://openalex.org/W4319334984
2023,Oxford University Hospitals NHS Trust,GB,https://openalex.org/W4319334984
2023,Universidade Federal de Minas Gerais,BR,https://openalex.org/W4319334984
2023,Lanzhou University,CN,https://openalex.org/W4319334984
2023,Lanzhou University,CN,https://openalex.org/W4319334984
2023,Carolinas Medical Center,US,https://openalex.org/W4319334984
2023,University of California Davis Medical Center,US,https://openalex.org/W4382047333
2023,MedStar Health,US,https://openalex.org/W4382047333
2023,Abbott Northwestern Hospital,US,https://openalex.org/W4382047333
2023,Scripps Clinic,US,https://openalex.org/W4382047333
2023,San Raffaele University of Rome,IT,https://openalex.org/W4382047333
2023,San Raffaele University of Rome,IT,https://openalex.org/W4382047333
2023,Saint Thomas West Hospital,US,https://openalex.org/W4382047333
2023,Carolinas Medical Center,US,https://openalex.org/W4382047333
2023,IRCCS Policlinico San Donato,IT,https://openalex.org/W4382047333
2023,Centro Cardiologico Monzino,IT,https://openalex.org/W4382047333
2023,Arkansas Heart Hospital,US,https://openalex.org/W4382047333
2023,Ascension Via Christi,US,https://openalex.org/W4382047333
2023,NYU Langone Health,US,https://openalex.org/W4382047333
2023,Centre Hospitalier Universitaire de Rennes,FR,https://openalex.org/W4382047333
2023,Sakakibara Hospital,JP,https://openalex.org/W4382047333
2023,Montreal Heart Institute,CA,https://openalex.org/W4382047333
2023,Saint Thomas West Hospital,US,https://openalex.org/W4382047333
2023,University Medical Center of the Johannes Gutenberg University Mainz,DE,https://openalex.org/W4382047333
2023,Los Robles Hospital & Medical Center,US,https://openalex.org/W4382047333
2020,Carolinas Medical Center,US,https://openalex.org/W3042116172
2020,Carolinas Medical Center,US,https://openalex.org/W3042116172
2020,Carolinas Medical Center,US,https://openalex.org/W3042116172
2020,Carolinas Medical Center,US,https://openalex.org/W3042116172
2020,Carolinas Medical Center,US,https://openalex.org/W3042116172
2020,Carolinas Medical Center,US,https://openalex.org/W3017489638
2020,Taunton & Somerset NHS Foundation Trust,GB,https://openalex.org/W3017489638
2020,University of Sheffield,GB,https://openalex.org/W3017489638
2020,St Thomas' Hospital,GB,https://openalex.org/W3017489638
2020,Carolinas Medical Center,US,https://openalex.org/W3017489638
2020,Mayo Clinic,US,https://openalex.org/W3017489638
2020,University of Alabama at Birmingham,US,https://openalex.org/W3039580871
2020,NRG Oncology,US,https://openalex.org/W3039580871
2020,University of Virginia,US,https://openalex.org/W3039580871
2020,Brown University,US,https://openalex.org/W3039580871
2020,Washington University in St. Louis,US,https://openalex.org/W3039580871
2020,The US Oncology Network,US,https://openalex.org/W3039580871
2020,University of Alabama at Birmingham,US,https://openalex.org/W3039580871
2020,University of Oklahoma Health Sciences Center,US,https://openalex.org/W3039580871
2020,Johns Hopkins University,US,https://openalex.org/W3039580871
2020,Carolinas Medical Center,US,https://openalex.org/W3039580871
2020,"University of California, San Francisco",US,https://openalex.org/W3039580871
2020,Moores Cancer Center,,https://openalex.org/W3039580871
2020,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W3039580871
2020,Atrium Medical Cente,US,https://openalex.org/W3117227254
2020,Carolinas Medical Center,US,https://openalex.org/W3117227254
2020,Atrium Medical Cente,US,https://openalex.org/W3117227254
2021,Carolinas Medical Center,US,https://openalex.org/W3191857239
2021,University Hospital St. Ivan Rilski,BG,https://openalex.org/W3191857239
2021,R-Pharm (Russia),RU,https://openalex.org/W3191857239
2021,Hospital at Smolensk Station,RU,https://openalex.org/W3191857239
2021,Federal Almazov North-West Medical Research Centre,RU,https://openalex.org/W3191857239
2021,R-Pharm (Russia),RU,https://openalex.org/W3191857239
2021,University Hospital St. Ivan Rilski,BG,https://openalex.org/W3191857239
2021,Novosibirsk State Medical University,RU,https://openalex.org/W3191857239
2021,Stanford University,US,https://openalex.org/W3191857239
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2020,Carolinas Medical Center,US,https://openalex.org/W3018948861
2021,Carolinas Medical Center,US,https://openalex.org/W3130251731
2021,Atrium Medical Cente,US,https://openalex.org/W3130251731
2021,Carolinas Medical Center,US,https://openalex.org/W3130251731
2021,Carolinas Medical Center,US,https://openalex.org/W3130251731
2021,University of Alabama at Birmingham,US,https://openalex.org/W3130251731
2021,Atrium Medical Cente,US,https://openalex.org/W3130251731
2021,University of Pennsylvania,US,https://openalex.org/W3162077602
2021,Carolinas Medical Center,US,https://openalex.org/W3162077602
2021,Johns Hopkins Medicine,US,https://openalex.org/W3152955264
2021,Johns Hopkins University,US,https://openalex.org/W3152955264
2021,Rush University,US,https://openalex.org/W3152955264
2021,Duke University Hospital,US,https://openalex.org/W3152955264
2021,New York University,US,https://openalex.org/W3152955264
2021,Levine Cancer Institute,US,https://openalex.org/W3152955264
2021,Johns Hopkins Medicine,US,https://openalex.org/W3152955264
2021,Massachusetts General Hospital,US,https://openalex.org/W3152955264
2021,Massachusetts General Hospital,US,https://openalex.org/W3152955264
2021,Harvard University,US,https://openalex.org/W3152955264
2021,Brigham and Women's Hospital,US,https://openalex.org/W3152955264
2021,Harborview Medical Center,US,https://openalex.org/W3127619947
2021,Society of Critical Care Medicine,US,https://openalex.org/W3127619947
2021,University of Pittsburgh,US,https://openalex.org/W3127619947
2021,Geisinger Wyoming Valley Medical Center,US,https://openalex.org/W3127619947
2021,Carolinas Medical Center,US,https://openalex.org/W3127619947
2021,University of Pittsburgh,US,https://openalex.org/W3127619947
2021,Comer Children's Hospital,US,https://openalex.org/W3127619947
2021,University of Pennsylvania,US,https://openalex.org/W3127619947
2021,University of Pennsylvania,US,https://openalex.org/W3127619947
2021,San Antonio Military Medical Center,US,https://openalex.org/W3127619947
2021,The University of Texas MD Anderson Cancer Center,US,https://openalex.org/W3127619947
2021,Emory University,US,https://openalex.org/W3127619947
2021,Cedars-Sinai Medical Center,US,https://openalex.org/W3127619947
2021,Cleveland Clinic,US,https://openalex.org/W3127619947
2021,Cerner (United States),US,https://openalex.org/W3127619947
2021,Cedars-Sinai Medical Center,US,https://openalex.org/W3127619947
2021,Howard University Hospital,US,https://openalex.org/W3127619947
2021,University of Pennsylvania,US,https://openalex.org/W3127619947
2021,EES Research (United Kingdom),GB,https://openalex.org/W3155335691
2021,EES Research (United Kingdom),GB,https://openalex.org/W3155335691
2021,Royal Devon & Exeter NHS Foundation Trust,GB,https://openalex.org/W3155335691
2021,Murdoch University,AU,https://openalex.org/W3155335691
2021,Newcastle College,GB,https://openalex.org/W3155335691
2021,Carolinas Medical Center,US,https://openalex.org/W3155335691
2021,Northumbria Healthcare NHS Foundation Trust,GB,https://openalex.org/W3155335691
2021,Vivantes Klinikum,DE,https://openalex.org/W3155335691
2021,Universitat Autònoma de Barcelona,ES,https://openalex.org/W3155335691
2021,Royal Devon & Exeter NHS Foundation Trust,GB,https://openalex.org/W3155335691
2021,KU Leuven,BE,https://openalex.org/W3155335691
2021,Lund University,SE,https://openalex.org/W3155335691
2021,AZ Maria Middelares,BE,https://openalex.org/W3155335691
2021,The Ohio State University Wexner Medical Center,US,https://openalex.org/W3155335691
2021,Royal Devon & Exeter NHS Foundation Trust,GB,https://openalex.org/W3155335691
2022,Brigham and Women's Hospital,US,https://openalex.org/W4283392353
2022,Carolinas Medical Center,US,https://openalex.org/W4283392353
2022,Duke University,US,https://openalex.org/W4283392353
2022,Marinus Pharmaceuticals (United States),US,https://openalex.org/W4283392353
2022,Marinus Pharmaceuticals (United States),US,https://openalex.org/W4283392353
2022,Carolinas Medical Center,US,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,Carolinas Medical Center,US,https://openalex.org/W4206922435
2022,OrthoCarolina,US,https://openalex.org/W4206922435
2022,Mayo Clinic,US,https://openalex.org/W4206922435
2022,University of Sheffield,GB,https://openalex.org/W4206922435
2022,University of Pennsylvania,US,https://openalex.org/W4220961779
2022,Carolinas Medical Center,US,https://openalex.org/W4220961779
2022,Ospedale per gli Infermi,IT,https://openalex.org/W4220961779
2022,Memorial Sloan Kettering Cancer Center,US,https://openalex.org/W4220961779
2022,Oslo University Hospital,NO,https://openalex.org/W4220961779
2022,"University of California, Los Angeles",US,https://openalex.org/W4220961779
2022,University of Rochester,US,https://openalex.org/W4220961779
2022,University of Michigan–Ann Arbor,US,https://openalex.org/W4220961779
2022,Cleveland Clinic,US,https://openalex.org/W4220961779
2022,Northwestern University,US,https://openalex.org/W4220961779
2022,University of Cincinnati,US,https://openalex.org/W4220961779
2022,"Rutgers, The State University of New Jersey",US,https://openalex.org/W4220961779
2022,Tehran University of Medical Sciences,IR,https://openalex.org/W4214860094
2022,Tehran University of Medical Sciences,IR,https://openalex.org/W4214860094
2022,Children's Medical Center,IR,https://openalex.org/W4214860094
2022,The University of Texas Health Science Center at Houston,US,https://openalex.org/W4214860094
2022,Amsterdam Neuroscience,NL,https://openalex.org/W4214860094
2022,Amsterdam UMC Location VUmc,NL,https://openalex.org/W4214860094
2022,Carolinas Medical Center,US,https://openalex.org/W4214860094
2022,Tehran University of Medical Sciences,IR,https://openalex.org/W4214860094
2022,Tehran University of Medical Sciences,IR,https://openalex.org/W4214860094
2022,Carolinas Medical Center,US,https://openalex.org/W4223651460
2022,Hospital de São João,PT,https://openalex.org/W4223651460
2022,University of Toronto,CA,https://openalex.org/W4223651460
2022,At Bristol,GB,https://openalex.org/W4223651460
2022,Ondokuz Mayıs University,TR,https://openalex.org/W4223651460
2022,Clinstile (Mexico),MX,https://openalex.org/W4223651460
2022,Clinical Emergency Hospital Bucharest,RO,https://openalex.org/W4223651460
2022,University of Siena,IT,https://openalex.org/W4223651460
2022,Ipsen (France),FR,https://openalex.org/W4223651460
2022,Ipsen (France),FR,https://openalex.org/W4223651460
2022,Hôpital Raymond-Poincaré,FR,https://openalex.org/W4223651460
2022,University of Pennsylvania,US,https://openalex.org/W4214483376
2022,Carolinas Medical Center,US,https://openalex.org/W4214483376
2022,University of Wisconsin–Madison,US,https://openalex.org/W4214483376
2022,University of Pennsylvania,US,https://openalex.org/W4214483376
2022,Brigham and Women's Hospital,US,https://openalex.org/W4214483376
2022,University of Michigan–Ann Arbor,US,https://openalex.org/W4214483376
2022,Johns Hopkins Medicine,US,https://openalex.org/W4214483376
2022,Stanford University,US,https://openalex.org/W4214483376
2022,University of Michigan–Ann Arbor,US,https://openalex.org/W4214483376
2022,Johns Hopkins Medicine,US,https://openalex.org/W4214483376
2022,Carolinas Medical Center,US,https://openalex.org/W4289840034
2022,Massachusetts General Hospital,US,https://openalex.org/W4289840034
2022,Mitsubishi Corporation (United States),US,https://openalex.org/W4289840034
2022,Princeton BioMeditech (United States),US,https://openalex.org/W4289840034
2022,Mitsubishi Corporation (United States),US,https://openalex.org/W4289840034
2022,Princeton BioMeditech (United States),US,https://openalex.org/W4289840034
2022,Mitsubishi Corporation (United States),US,https://openalex.org/W4289840034
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,St Thomas' Hospital,GB,https://openalex.org/W4296696434
2022,Carolinas Medical Center,US,https://openalex.org/W4296696434
2022,Mayo Clinic,US,https://openalex.org/W4296696434
2022,University of Sheffield,GB,https://openalex.org/W4296696434
2022,Cincinnati Children's Hospital Medical Center,US,https://openalex.org/W4213144975
2022,Baylor College of Medicine,US,https://openalex.org/W4213144975
2022,Children's Hospital of Los Angeles,US,https://openalex.org/W4213144975
2022,Center for Cancer and Blood Disorders,US,https://openalex.org/W4213144975
2022,Children's Hospital of Los Angeles,US,https://openalex.org/W4213144975
2022,Versiti Blood Center of Wisconsin,US,https://openalex.org/W4213144975
2022,Versiti Blood Center of Wisconsin,US,https://openalex.org/W4213144975
2022,Versiti Blood Center of Wisconsin,US,https://openalex.org/W4213144975
2022,University of Southern California,US,https://openalex.org/W4213144975
2022,Children's Hospital of Los Angeles,US,https://openalex.org/W4213144975
2022,Versiti Blood Center of Wisconsin,US,https://openalex.org/W4213144975
2022,Children's Hospital of Orange County,US,https://openalex.org/W4213144975
2022,Johns Hopkins University,US,https://openalex.org/W4213144975
2022,Oregon Health & Science University,US,https://openalex.org/W4213144975
2022,Nationwide Children's Hospital,US,https://openalex.org/W4213144975
2022,UCSF Benioff Children's Hospital,US,https://openalex.org/W4213144975
2022,Cook Children's Medical Center,US,https://openalex.org/W4213144975
2022,University of Michigan–Ann Arbor,US,https://openalex.org/W4213144975
2022,Carolinas Medical Center,US,https://openalex.org/W4213144975
2022,University of Michigan–Ann Arbor,US,https://openalex.org/W4213144975
2022,Sydney Children's Hospital,AU,https://openalex.org/W4213144975
